Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60607,02/03/2021,235,5850,156,3928,0.134,79,1922,0.066,29293,POINT (-87.652727 41.876104),60607-20210203
60607,02/04/2021,165,6015,101,4029,0.138,64,1986,0.068,29293,POINT (-87.652727 41.876104),60607-20210204
60608,01/21/2021,320,3318,255,2537,0.032,65,781,0.01,80059,POINT (-87.670366 41.849879),60608-20210121
60608,01/22/2021,245,3563,233,2770,0.035,12,793,0.01,80059,POINT (-87.670366 41.849879),60608-20210122
60608,01/23/2021,140,3703,133,2903,0.036,7,800,0.01,80059,POINT (-87.670366 41.849879),60608-20210123
60608,01/24/2021,35,3738,33,2936,0.037,2,802,0.01,80059,POINT (-87.670366 41.849879),60608-20210124
60608,01/25/2021,223,3961,154,3090,0.039,69,871,0.011,80059,POINT (-87.670366 41.849879),60608-20210125
60608,01/26/2021,195,4156,143,3233,0.04,52,923,0.012,80059,POINT (-87.670366 41.849879),60608-20210126
60608,01/27/2021,307,4463,255,3488,0.044,52,975,0.012,80059,POINT (-87.670366 41.849879),60608-20210127
60608,01/28/2021,295,4758,241,3729,0.047,54,1029,0.013,80059,POINT (-87.670366 41.849879),60608-20210128
60608,01/29/2021,356,5114,296,4025,0.05,60,1089,0.014,80059,POINT (-87.670366 41.849879),60608-20210129
60608,01/30/2021,228,5342,190,4215,0.053,38,1127,0.014,80059,POINT (-87.670366 41.849879),60608-20210130
60608,01/31/2021,34,5376,30,4245,0.053,4,1131,0.014,80059,POINT (-87.670366 41.849879),60608-20210131
60608,02/01/2021,231,5607,202,4447,0.056,29,1160,0.014,80059,POINT (-87.670366 41.849879),60608-20210201
60608,02/02/2021,321,5928,251,4698,0.059,70,1230,0.015,80059,POINT (-87.670366 41.849879),60608-20210202
60608,02/03/2021,424,6352,353,5051,0.063,71,1301,0.016,80059,POINT (-87.670366 41.849879),60608-20210203
60608,02/04/2021,326,6678,254,5305,0.066,72,1373,0.017,80059,POINT (-87.670366 41.849879),60608-20210204
60609,01/18/2021,53,1106,33,900,0.015,20,206,0.003,60939,POINT (-87.653382 41.812017),60609-20210118
60609,01/19/2021,61,1167,38,938,0.015,23,229,0.004,60939,POINT (-87.653382 41.812017),60609-20210119
60609,01/20/2021,95,1262,67,1005,0.016,28,257,0.004,60939,POINT (-87.653382 41.812017),60609-20210120
60609,01/21/2021,126,1388,104,1109,0.018,22,279,0.005,60939,POINT (-87.653382 41.812017),60609-20210121
60609,01/22/2021,109,1497,106,1215,0.02,3,282,0.005,60939,POINT (-87.653382 41.812017),60609-20210122
60609,01/23/2021,81,1578,76,1291,0.021,5,287,0.005,60939,POINT (-87.653382 41.812017),60609-20210123
60609,01/24/2021,22,1600,20,1311,0.022,2,289,0.005,60939,POINT (-87.653382 41.812017),60609-20210124
60609,01/25/2021,97,1697,78,1389,0.023,19,308,0.005,60939,POINT (-87.653382 41.812017),60609-20210125
60609,01/26/2021,112,1809,82,1471,0.024,30,338,0.006,60939,POINT (-87.653382 41.812017),60609-20210126
60609,01/27/2021,135,1944,113,1584,0.026,22,360,0.006,60939,POINT (-87.653382 41.812017),60609-20210127
60609,01/28/2021,177,2121,152,1736,0.028,25,385,0.006,60939,POINT (-87.653382 41.812017),60609-20210128
60609,01/29/2021,229,2350,206,1942,0.032,23,408,0.007,60939,POINT (-87.653382 41.812017),60609-20210129
60609,01/30/2021,88,2438,74,2016,0.033,14,422,0.007,60939,POINT (-87.653382 41.812017),60609-20210130
60609,01/31/2021,21,2459,19,2035,0.033,2,424,0.007,60939,POINT (-87.653382 41.812017),60609-20210131
60609,02/01/2021,108,2567,92,2127,0.035,16,440,0.007,60939,POINT (-87.653382 41.812017),60609-20210201
60609,02/02/2021,141,2708,106,2233,0.037,35,475,0.008,60939,POINT (-87.653382 41.812017),60609-20210202
60609,02/03/2021,276,2984,164,2397,0.039,112,587,0.01,60939,POINT (-87.653382 41.812017),60609-20210203
60609,02/04/2021,167,3151,142,2539,0.042,25,612,0.01,60939,POINT (-87.653382 41.812017),60609-20210204
60610,01/18/2021,103,2416,51,1701,0.042,52,715,0.018,40548,POINT (-87.63581 41.90455),60610-20210118
60610,01/19/2021,106,2522,58,1759,0.043,48,763,0.019,40548,POINT (-87.63581 41.90455),60610-20210119
60610,01/20/2021,172,2694,125,1884,0.046,47,810,0.02,40548,POINT (-87.63581 41.90455),60610-20210120
60610,01/21/2021,292,2986,268,2152,0.053,24,834,0.021,40548,POINT (-87.63581 41.90455),60610-20210121
60610,01/22/2021,336,3322,316,2468,0.061,20,854,0.021,40548,POINT (-87.63581 41.90455),60610-20210122
60610,01/23/2021,104,3426,94,2562,0.063,10,864,0.021,40548,POINT (-87.63581 41.90455),60610-20210123
60610,01/24/2021,41,3467,35,2597,0.064,6,870,0.021,40548,POINT (-87.63581 41.90455),60610-20210124
60610,01/25/2021,147,3614,108,2705,0.067,39,909,0.022,40548,POINT (-87.63581 41.90455),60610-20210125
60610,01/26/2021,214,3828,118,2823,0.07,96,1005,0.025,40548,POINT (-87.63581 41.90455),60610-20210126
60610,01/27/2021,173,4001,127,2950,0.073,46,1051,0.026,40548,POINT (-87.63581 41.90455),60610-20210127
60610,01/28/2021,275,4276,236,3186,0.079,39,1090,0.027,40548,POINT (-87.63581 41.90455),60610-20210128
60610,01/29/2021,284,4560,267,3453,0.085,17,1107,0.027,40548,POINT (-87.63581 41.90455),60610-20210129
60610,01/30/2021,96,4656,70,3523,0.087,26,1133,0.028,40548,POINT (-87.63581 41.90455),60610-20210130
60610,01/31/2021,31,4687,29,3552,0.088,2,1135,0.028,40548,POINT (-87.63581 41.90455),60610-20210131
60610,02/01/2021,119,4806,91,3643,0.09,28,1163,0.029,40548,POINT (-87.63581 41.90455),60610-20210201
60610,02/02/2021,218,5024,147,3790,0.093,71,1234,0.03,40548,POINT (-87.63581 41.90455),60610-20210202
60610,02/03/2021,148,5172,109,3899,0.096,39,1273,0.031,40548,POINT (-87.63581 41.90455),60610-20210203
60610,02/04/2021,265,5437,226,4125,0.102,39,1312,0.032,40548,POINT (-87.63581 41.90455),60610-20210204
60611,01/16/2021,59,4925,51,3296,0.099,8,1629,0.049,33224,POINT (-87.620291 41.894734),60611-20210116
60611,01/17/2021,43,4968,11,3307,0.1,32,1661,0.05,33224,POINT (-87.620291 41.894734),60611-20210117
60611,01/18/2021,221,5189,62,3369,0.101,159,1820,0.055,33224,POINT (-87.620291 41.894734),60611-20210118
60611,01/19/2021,154,5343,57,3426,0.103,97,1917,0.058,33224,POINT (-87.620291 41.894734),60611-20210119
60611,01/20/2021,166,5509,113,3539,0.107,53,1970,0.059,33224,POINT (-87.620291 41.894734),60611-20210120
60611,01/21/2021,441,5950,416,3955,0.119,25,1995,0.06,33224,POINT (-87.620291 41.894734),60611-20210121
60611,01/22/2021,490,6440,464,4419,0.133,26,2021,0.061,33224,POINT (-87.620291 41.894734),60611-20210122
60611,01/23/2021,135,6575,129,4548,0.137,6,2027,0.061,33224,POINT (-87.620291 41.894734),60611-20210123
60611,01/24/2021,55,6630,51,4599,0.138,4,2031,0.061,33224,POINT (-87.620291 41.894734),60611-20210124
60611,01/25/2021,165,6795,129,4728,0.142,36,2067,0.062,33224,POINT (-87.620291 41.894734),60611-20210125
60611,01/26/2021,445,7240,117,4845,0.146,328,2395,0.072,33224,POINT (-87.620291 41.894734),60611-20210126
60611,01/27/2021,205,7445,142,4987,0.15,63,2458,0.074,33224,POINT (-87.620291 41.894734),60611-20210127
60611,01/28/2021,389,7834,288,5275,0.159,101,2559,0.077,33224,POINT (-87.620291 41.894734),60611-20210128
60611,01/29/2021,352,8186,322,5597,0.168,30,2589,0.078,33224,POINT (-87.620291 41.894734),60611-20210129
60611,01/30/2021,90,8276,68,5665,0.171,22,2611,0.079,33224,POINT (-87.620291 41.894734),60611-20210130
60611,01/31/2021,36,8312,26,5691,0.171,10,2621,0.079,33224,POINT (-87.620291 41.894734),60611-20210131
60611,02/01/2021,96,8408,70,5761,0.173,26,2647,0.08,33224,POINT (-87.620291 41.894734),60611-20210201
60611,02/02/2021,260,8668,115,5876,0.177,145,2792,0.084,33224,POINT (-87.620291 41.894734),60611-20210202
60611,02/03/2021,157,8825,120,5996,0.18,37,2829,0.085,33224,POINT (-87.620291 41.894734),60611-20210203
60611,02/04/2021,310,9135,283,6279,0.189,27,2856,0.086,33224,POINT (-87.620291 41.894734),60611-20210204
60612,01/18/2021,37,1965,19,1435,0.043,18,530,0.016,33735,POINT (-87.687011 41.88004),60612-20210118
60612,01/19/2021,127,2092,46,1481,0.044,81,611,0.018,33735,POINT (-87.687011 41.88004),60612-20210119
60612,01/20/2021,217,2309,128,1609,0.048,89,700,0.021,33735,POINT (-87.687011 41.88004),60612-20210120
60612,01/21/2021,231,2540,184,1793,0.053,47,747,0.022,33735,POINT (-87.687011 41.88004),60612-20210121
60612,01/22/2021,115,2655,92,1885,0.056,23,770,0.023,33735,POINT (-87.687011 41.88004),60612-20210122
60612,01/23/2021,43,2698,39,1924,0.057,4,774,0.023,33735,POINT (-87.687011 41.88004),60612-20210123
60612,01/24/2021,5,2703,5,1929,0.057,0,774,0.023,33735,POINT (-87.687011 41.88004),60612-20210124
60612,01/25/2021,129,2832,51,1980,0.059,78,852,0.025,33735,POINT (-87.687011 41.88004),60612-20210125
60612,01/26/2021,102,2934,52,2032,0.06,50,902,0.027,33735,POINT (-87.687011 41.88004),60612-20210126
60612,01/27/2021,160,3094,126,2158,0.064,34,936,0.028,33735,POINT (-87.687011 41.88004),60612-20210127
60612,01/28/2021,176,3270,129,2287,0.068,47,983,0.029,33735,POINT (-87.687011 41.88004),60612-20210128
60612,01/29/2021,167,3437,135,2422,0.072,32,1015,0.03,33735,POINT (-87.687011 41.88004),60612-20210129
60612,01/30/2021,57,3494,46,2468,0.073,11,1026,0.03,33735,POINT (-87.687011 41.88004),60612-20210130
60612,01/31/2021,43,3537,37,2505,0.074,6,1032,0.031,33735,POINT (-87.687011 41.88004),60612-20210131
60612,02/01/2021,93,3630,77,2582,0.077,16,1048,0.031,33735,POINT (-87.687011 41.88004),60612-20210201
60612,02/02/2021,155,3785,98,2680,0.079,57,1105,0.033,33735,POINT (-87.687011 41.88004),60612-20210202
60612,02/03/2021,185,3970,116,2796,0.083,69,1174,0.035,33735,POINT (-87.687011 41.88004),60612-20210203
60612,02/04/2021,139,4109,102,2898,0.086,37,1211,0.036,33735,POINT (-87.687011 41.88004),60612-20210204
60613,01/16/2021,75,3257,62,2456,0.048,13,801,0.016,50761,POINT (-87.661343 41.953742),60613-20210116
60613,01/17/2021,39,3296,22,2478,0.049,17,818,0.016,50761,POINT (-87.661343 41.953742),60613-20210117
60613,01/18/2021,132,3428,67,2545,0.05,65,883,0.017,50761,POINT (-87.661343 41.953742),60613-20210118
60613,01/19/2021,146,3574,78,2623,0.052,68,951,0.019,50761,POINT (-87.661343 41.953742),60613-20210119
60613,01/20/2021,186,3760,115,2738,0.054,71,1022,0.02,50761,POINT (-87.661343 41.953742),60613-20210120
60613,01/21/2021,245,4005,203,2941,0.058,42,1064,0.021,50761,POINT (-87.661343 41.953742),60613-20210121
60613,01/22/2021,239,4244,213,3154,0.062,26,1090,0.021,50761,POINT (-87.661343 41.953742),60613-20210122
60613,01/23/2021,116,4360,108,3262,0.064,8,1098,0.022,50761,POINT (-87.661343 41.953742),60613-20210123
60613,01/24/2021,46,4406,41,3303,0.065,5,1103,0.022,50761,POINT (-87.661343 41.953742),60613-20210124
60613,01/25/2021,197,4603,153,3456,0.068,44,1147,0.023,50761,POINT (-87.661343 41.953742),60613-20210125
60613,01/26/2021,375,4978,240,3696,0.073,135,1282,0.025,50761,POINT (-87.661343 41.953742),60613-20210126
60613,01/27/2021,220,5198,160,3856,0.076,60,1342,0.026,50761,POINT (-87.661343 41.953742),60613-20210127
60613,01/28/2021,262,5460,214,4070,0.08,48,1390,0.027,50761,POINT (-87.661343 41.953742),60613-20210128
60613,01/29/2021,254,5714,222,4292,0.085,32,1422,0.028,50761,POINT (-87.661343 41.953742),60613-20210129
60613,01/30/2021,132,5846,103,4395,0.087,29,1451,0.029,50761,POINT (-87.661343 41.953742),60613-20210130
60613,01/31/2021,63,5909,54,4449,0.088,9,1460,0.029,50761,POINT (-87.661343 41.953742),60613-20210131
60613,02/01/2021,164,6073,108,4557,0.09,56,1516,0.03,50761,POINT (-87.661343 41.953742),60613-20210201
60613,02/02/2021,254,6327,137,4694,0.092,117,1633,0.032,50761,POINT (-87.661343 41.953742),60613-20210202
60613,02/03/2021,201,6528,143,4837,0.095,58,1691,0.033,50761,POINT (-87.661343 41.953742),60613-20210203
60613,02/04/2021,245,6773,186,5023,0.099,59,1750,0.034,50761,POINT (-87.661343 41.953742),60613-20210204
60614,01/16/2021,101,4552,79,3265,0.045,22,1287,0.018,71954,POINT (-87.652064 41.922605),60614-20210116
60614,01/17/2021,55,4607,31,3296,0.046,24,1311,0.018,71954,POINT (-87.652064 41.922605),60614-20210117
60614,01/18/2021,301,4908,228,3524,0.049,73,1384,0.019,71954,POINT (-87.652064 41.922605),60614-20210118
60614,01/19/2021,284,5192,178,3702,0.051,106,1490,0.021,71954,POINT (-87.652064 41.922605),60614-20210119
60614,01/20/2021,248,5440,162,3864,0.054,86,1576,0.022,71954,POINT (-87.652064 41.922605),60614-20210120
60614,01/21/2021,364,5804,306,4170,0.058,58,1634,0.023,71954,POINT (-87.652064 41.922605),60614-20210121
60614,01/22/2021,423,6227,383,4553,0.063,40,1674,0.023,71954,POINT (-87.652064 41.922605),60614-20210122
60614,01/23/2021,157,6384,138,4691,0.065,19,1693,0.024,71954,POINT (-87.652064 41.922605),60614-20210123
60614,01/24/2021,70,6454,64,4755,0.066,6,1699,0.024,71954,POINT (-87.652064 41.922605),60614-20210124
60614,01/25/2021,338,6792,267,5022,0.07,71,1770,0.025,71954,POINT (-87.652064 41.922605),60614-20210125
60614,01/26/2021,410,7202,223,5245,0.073,187,1957,0.027,71954,POINT (-87.652064 41.922605),60614-20210126
60614,01/27/2021,301,7503,239,5484,0.076,62,2019,0.028,71954,POINT (-87.652064 41.922605),60614-20210127
60614,01/28/2021,388,7891,330,5814,0.081,58,2077,0.029,71954,POINT (-87.652064 41.922605),60614-20210128
60614,01/29/2021,410,8301,372,6186,0.086,38,2115,0.029,71954,POINT (-87.652064 41.922605),60614-20210129
60614,01/30/2021,164,8465,125,6311,0.088,39,2154,0.03,71954,POINT (-87.652064 41.922605),60614-20210130
60614,01/31/2021,77,8542,63,6374,0.089,14,2168,0.03,71954,POINT (-87.652064 41.922605),60614-20210131
60614,02/01/2021,196,8738,140,6514,0.091,56,2224,0.031,71954,POINT (-87.652064 41.922605),60614-20210201
60614,02/02/2021,317,9055,189,6703,0.093,128,2352,0.033,71954,POINT (-87.652064 41.922605),60614-20210202
60614,02/03/2021,286,9341,213,6916,0.096,73,2425,0.034,71954,POINT (-87.652064 41.922605),60614-20210203
60614,02/04/2021,336,9677,294,7210,0.1,42,2467,0.034,71954,POINT (-87.652064 41.922605),60614-20210204
60615,01/16/2021,128,2702,33,1985,0.049,95,717,0.018,40590,POINT (-87.602725 41.801993),60615-20210116
60615,01/17/2021,82,2784,14,1999,0.049,68,785,0.019,40590,POINT (-87.602725 41.801993),60615-20210117
60615,01/18/2021,263,3047,197,2196,0.054,66,851,0.021,40590,POINT (-87.602725 41.801993),60615-20210118
60615,01/19/2021,245,3292,180,2376,0.059,65,916,0.023,40590,POINT (-87.602725 41.801993),60615-20210119
60615,01/20/2021,278,3570,160,2536,0.062,118,1034,0.025,40590,POINT (-87.602725 41.801993),60615-20210120
60615,01/21/2021,436,4006,335,2871,0.071,101,1135,0.028,40590,POINT (-87.602725 41.801993),60615-20210121
60615,01/22/2021,336,4342,256,3127,0.077,80,1215,0.03,40590,POINT (-87.602725 41.801993),60615-20210122
60615,01/23/2021,206,4548,120,3247,0.08,86,1301,0.032,40590,POINT (-87.602725 41.801993),60615-20210123
60615,01/24/2021,77,4625,75,3322,0.082,2,1303,0.032,40590,POINT (-87.602725 41.801993),60615-20210124
60615,01/25/2021,187,4812,107,3429,0.084,80,1383,0.034,40590,POINT (-87.602725 41.801993),60615-20210125
60615,01/26/2021,156,4968,110,3539,0.087,46,1429,0.035,40590,POINT (-87.602725 41.801993),60615-20210126
60615,01/27/2021,199,5167,159,3698,0.091,40,1469,0.036,40590,POINT (-87.602725 41.801993),60615-20210127
60615,01/28/2021,220,5387,168,3866,0.095,52,1521,0.037,40590,POINT (-87.602725 41.801993),60615-20210128
60615,01/29/2021,264,5651,218,4084,0.101,46,1567,0.039,40590,POINT (-87.602725 41.801993),60615-20210129
60615,01/30/2021,110,5761,84,4168,0.103,26,1593,0.039,40590,POINT (-87.602725 41.801993),60615-20210130
60615,01/31/2021,99,5860,98,4266,0.105,1,1594,0.039,40590,POINT (-87.602725 41.801993),60615-20210131
60615,02/01/2021,109,5969,73,4339,0.107,36,1630,0.04,40590,POINT (-87.602725 41.801993),60615-20210201
60615,02/02/2021,145,6114,89,4428,0.109,56,1686,0.042,40590,POINT (-87.602725 41.801993),60615-20210202
60615,02/03/2021,148,6262,114,4542,0.112,34,1720,0.042,40590,POINT (-87.602725 41.801993),60615-20210203
60615,02/04/2021,219,6481,132,4674,0.115,87,1807,0.045,40590,POINT (-87.602725 41.801993),60615-20210204
60616,01/18/2021,76,2547,36,1854,0.034,40,693,0.013,54197,POINT (-87.629531 41.844869),60616-20210118
60616,01/19/2021,120,2667,65,1919,0.035,55,748,0.014,54197,POINT (-87.629531 41.844869),60616-20210119
60616,01/20/2021,152,2819,92,2011,0.037,60,808,0.015,54197,POINT (-87.629531 41.844869),60616-20210120
60616,01/21/2021,195,3014,161,2172,0.04,34,842,0.016,54197,POINT (-87.629531 41.844869),60616-20210121
60616,01/22/2021,222,3236,196,2368,0.044,26,868,0.016,54197,POINT (-87.629531 41.844869),60616-20210122
60616,01/23/2021,112,3348,101,2469,0.046,11,879,0.016,54197,POINT (-87.629531 41.844869),60616-20210123
60616,01/24/2021,21,3369,19,2488,0.046,2,881,0.016,54197,POINT (-87.629531 41.844869),60616-20210124
60616,01/25/2021,129,3498,89,2577,0.048,40,921,0.017,54197,POINT (-87.629531 41.844869),60616-20210125
60616,01/26/2021,196,3694,132,2709,0.05,64,985,0.018,54197,POINT (-87.629531 41.844869),60616-20210126
60616,01/27/2021,231,3925,202,2911,0.054,29,1014,0.019,54197,POINT (-87.629531 41.844869),60616-20210127
60616,01/28/2021,326,4251,275,3186,0.059,51,1065,0.02,54197,POINT (-87.629531 41.844869),60616-20210128
60616,01/29/2021,253,4504,231,3417,0.063,22,1087,0.02,54197,POINT (-87.629531 41.844869),60616-20210129
60616,01/30/2021,158,4662,135,3552,0.066,23,1110,0.02,54197,POINT (-87.629531 41.844869),60616-20210130
60616,01/31/2021,26,4688,23,3575,0.066,3,1113,0.021,54197,POINT (-87.629531 41.844869),60616-20210131
60616,02/01/2021,131,4819,92,3667,0.068,39,1152,0.021,54197,POINT (-87.629531 41.844869),60616-20210201
60616,02/02/2021,305,5124,196,3863,0.071,109,1261,0.023,54197,POINT (-87.629531 41.844869),60616-20210202
60616,02/03/2021,254,5378,207,4070,0.075,47,1308,0.024,54197,POINT (-87.629531 41.844869),60616-20210203
60616,02/04/2021,294,5672,221,4291,0.079,73,1381,0.025,54197,POINT (-87.629531 41.844869),60616-20210204
60617,01/16/2021,29,1109,24,913,0.011,5,196,0.002,83553,POINT (-87.556897 41.721257),60617-20210116
60617,01/17/2021,5,1114,4,917,0.011,1,197,0.002,83553,POINT (-87.556897 41.721257),60617-20210117
60617,01/18/2021,62,1176,50,967,0.012,12,209,0.003,83553,POINT (-87.556897 41.721257),60617-20210118
60617,01/19/2021,126,1302,93,1060,0.013,33,242,0.003,83553,POINT (-87.556897 41.721257),60617-20210119
60617,01/20/2021,146,1448,113,1173,0.014,33,275,0.003,83553,POINT (-87.556897 41.721257),60617-20210120
60617,01/21/2021,259,1707,236,1409,0.017,23,298,0.004,83553,POINT (-87.556897 41.721257),60617-20210121
60617,01/22/2021,227,1934,206,1615,0.019,21,319,0.004,83553,POINT (-87.556897 41.721257),60617-20210122
60617,01/23/2021,116,2050,115,1730,0.021,1,320,0.004,83553,POINT (-87.556897 41.721257),60617-20210123
60617,01/24/2021,43,2093,43,1773,0.021,0,320,0.004,83553,POINT (-87.556897 41.721257),60617-20210124
60617,01/25/2021,122,2215,93,1866,0.022,29,349,0.004,83553,POINT (-87.556897 41.721257),60617-20210125
60617,01/26/2021,183,2398,135,2001,0.024,48,397,0.005,83553,POINT (-87.556897 41.721257),60617-20210126
60617,01/27/2021,280,2678,251,2252,0.027,29,426,0.005,83553,POINT (-87.556897 41.721257),60617-20210127
60617,01/28/2021,285,2963,263,2515,0.03,22,448,0.005,83553,POINT (-87.556897 41.721257),60617-20210128
60617,01/29/2021,358,3321,337,2852,0.034,21,469,0.006,83553,POINT (-87.556897 41.721257),60617-20210129
60617,01/30/2021,148,3469,139,2991,0.036,9,478,0.006,83553,POINT (-87.556897 41.721257),60617-20210130
60617,01/31/2021,26,3495,23,3014,0.036,3,481,0.006,83553,POINT (-87.556897 41.721257),60617-20210131
60617,02/01/2021,118,3613,106,3120,0.037,12,493,0.006,83553,POINT (-87.556897 41.721257),60617-20210201
60617,02/02/2021,206,3819,154,3274,0.039,52,545,0.007,83553,POINT (-87.556897 41.721257),60617-20210202
60617,02/03/2021,259,4078,225,3499,0.042,34,579,0.007,83553,POINT (-87.556897 41.721257),60617-20210203
60617,02/04/2021,263,4341,228,3727,0.045,35,614,0.007,83553,POINT (-87.556897 41.721257),60617-20210204
60618,01/18/2021,141,3874,80,2891,0.03,61,983,0.01,94907,POINT (-87.703343 41.946699),60618-20210118
60618,01/19/2021,183,4057,88,2979,0.031,95,1078,0.011,94907,POINT (-87.703343 41.946699),60618-20210119
60618,01/20/2021,295,4352,182,3161,0.033,113,1191,0.013,94907,POINT (-87.703343 41.946699),60618-20210120
60618,01/21/2021,313,4665,240,3401,0.036,73,1264,0.013,94907,POINT (-87.703343 41.946699),60618-20210121
60618,01/22/2021,289,4954,258,3659,0.039,31,1295,0.014,94907,POINT (-87.703343 41.946699),60618-20210122
60618,01/23/2021,134,5088,119,3778,0.04,15,1310,0.014,94907,POINT (-87.703343 41.946699),60618-20210123
60618,01/24/2021,53,5141,50,3828,0.04,3,1313,0.014,94907,POINT (-87.703343 41.946699),60618-20210124
